"SPECIES_NR","TURBOVEG_NAME","KAPLAN_PLUS_NAME","KAPLAN_PLUS_NAME_SIMPLE","AUTHORSHIP","CZECHVEG_ESY_NAME","CZECHVEG_ESY_NAME_SUBSP","PLANT_GROUP"
199,"Aethusa cynapium","Aethusa cynapium agg.","Aethusa cynapium agg.","L.","Aethusa cynapium agg.","Aethusa cynapium agg.","vascular"
200,"Aethusa cynapium ssp. agrestis","Aethusa cynapium","Aethusa cynapium","L.","Aethusa cynapium","Aethusa cynapium","vascular"
201,"Aethusa cynapium ssp. cynapioides","Aethusa cynapioides","Aethusa cynapioides","M.Bieb.","Aethusa cynapium agg.","Aethusa cynapium agg.","vascular"
202,"Aethusa cynapium ssp. cynapium","Aethusa cynapium","Aethusa cynapium","L.","Aethusa cynapium","Aethusa cynapium","vascular"
203,"Aethusa species","Aethusa","Aethusa","Linnaeus, 1753","Aethusa species","Aethusa","vascular"
204,"Ageratina altissima","Ageratina altissima","Ageratina altissima","(L.) R.M.King & H.Rob.","Ageratina altissima","Ageratina altissima","vascular"
205,"Ageratina species","Ageratina","Ageratina","Spach","Ageratina species","Ageratina","vascular"
206,"Ageratum houstonianum","Ageratum houstonianum","Ageratum houstonianum","Mill.","Ageratum houstonianum","Ageratum houstonianum","vascular"
207,"Ageratum species","Ageratum","Ageratum","Linnaeus, 1753","Ageratum species","Ageratum","vascular"
208,"Agonimia tristicula","Agonimia tristicula","Agonimia tristicula","(Nyl.) Zahlbr.","Agonimia tristicula","Agonimia tristicula","lichen"
209,"Agonimia species","Agonimia","Agonimia","Zahlbr., 1909","Agonimia species","Agonimia","lichen"
210,"Agrimonia eupatoria","Agrimonia eupatoria","Agrimonia eupatoria","L.","Agrimonia eupatoria","Agrimonia eupatoria","vascular"
211,"Agrimonia eupatoria ssp. eupatoria","Agrimonia eupatoria subsp. eupatoria","Agrimonia eupatoria subsp. eupatoria","L.","Agrimonia eupatoria","Agrimonia eupatoria","vascular"
212,"Agrimonia eupatoria ssp. grandis","Agrimonia eupatoria subsp. grandis","Agrimonia eupatoria subsp. grandis","(Andrz. ex Asch. & Graebn.) Bornm.","Agrimonia eupatoria ssp. grandis","Agrimonia eupatoria subsp. grandis","vascular"
213,"Agrimonia procera","Agrimonia procera","Agrimonia procera","Wallr.","Agrimonia procera","Agrimonia procera","vascular"
214,"Agrimonia pilosa","Agrimonia pilosa","Agrimonia pilosa","Ledeb.","Agrimonia pilosa","Agrimonia pilosa","vascular"
215,"Agrimonia species","Agrimonia","Agrimonia","Linnaeus, 1753","Agrimonia species","Agrimonia","vascular"
216,"Agropyron desertorum","Agropyron desertorum","Agropyron desertorum","(Fisch. ex Link) Schult.","Agropyron desertorum","Agropyron desertorum","vascular"
217,"Agropyron pectiniforme","Agropyron pectinatum","Agropyron pectinatum","(M.Bieb.) P.Beauv.","Agropyron pectinatum","Agropyron pectinatum","vascular"
218,"Agropyron species","Agropyron","Agropyron","Gaertn.","Agropyron species","Agropyron","vascular"
219,"Agrostemma githago","Agrostemma githago","Agrostemma githago","L.","Agrostemma githago","Agrostemma githago","vascular"
220,"Agrostemma githago var. linicola","Agrostemma githago var. linicola","Agrostemma githago var. linicola","(Terechov) K.Hammer","Agrostemma githago var. linicola","Agrostemma githago var. linicola","vascular"
221,"Agrostemma species","Agrostemma","Agrostemma","Linnaeus, 1753","Agrostemma species","Agrostemma","vascular"
222,"Agrostis agrostiflora","Agrostis agrostiflora","Agrostis agrostiflora","(Beck) Rauschert","Agrostis agrostiflora","Agrostis agrostiflora","vascular"
223,"Agrostis alpina agg.","Agrostis alpina","Agrostis alpina","(Scop.) P.M.Peterson, Romasch., Soreng & Sylvester","Agrostis alpina","Agrostis alpina","vascular"
224,"Agrostis alpina","Agrostis alpina","Agrostis alpina","Scop.","Agrostis alpina","Agrostis alpina","vascular"
225,"Agrostis canina agg.","Agrostis canina agg.","Agrostis canina agg.","L.","Agrostis canina","Agrostis canina","vascular"
226,"Agrostis canina","Agrostis canina","Agrostis canina","L.","Agrostis canina","Agrostis canina","vascular"
227,"Agrostis capillaris","Agrostis capillaris","Agrostis capillaris","L.","Agrostis capillaris","Agrostis capillaris","vascular"
228,"Agrostis castellana","Agrostis castellana","Agrostis castellana","Boiss. & Reut.","Agrostis castellana","Agrostis castellana","vascular"
229,"Agrostis gigantea","Agrostis gigantea","Agrostis gigantea","Roth","Agrostis gigantea","Agrostis gigantea","vascular"
230,"Agrostis hyemalis","Agrostis hyemalis","Agrostis hyemalis","(Walter) Britton, Sterns & Poggenb.","Agrostis hyemalis","Agrostis hyemalis","vascular"
231,"Agrostis rupestris","Agrostis rupestris","Agrostis rupestris","All.","Agrostis rupestris","Agrostis rupestris","vascular"
232,"Agrostis schleicheri","Agrostis schleicheri","Agrostis schleicheri","Jord. & Verl.","Agrostis schleicheri","Agrostis schleicheri","vascular"
233,"Agrostis stolonifera agg.","Agrostis stolonifera agg.","Agrostis stolonifera agg.","Linnaeus, 1753","Agrostis stolonifera","Agrostis stolonifera","vascular"
234,"Agrostis stolonifera","Agrostis stolonifera","Agrostis stolonifera","L.","Agrostis stolonifera","Agrostis stolonifera","vascular"
235,"Agrostis vinealis","Agrostis vinealis","Agrostis vinealis","Schreb.","Agrostis vinealis","Agrostis vinealis","vascular"
236,"Agrostis nebulosa","Agrostis nebulosa","Agrostis nebulosa","Boiss. & Reut.","Agrostis nebulosa","Agrostis nebulosa","vascular"
237,"Agrostis species","Agrostis","Agrostis","Linnaeus, 1753","Agrostis species","Agrostis","vascular"
238,"Agyrium rufum","Agyrium rufum","Agyrium rufum","(Pers.) Fr.","Agyrium rufum","Agyrium rufum","lichen"
239,"Agyrium species","Agyrium","Agyrium","Fr., 1822","Agyrium species","Agyrium","lichen"
240,"Ailanthus altissima","Ailanthus altissima","Ailanthus altissima","(Mill.) Swingle","Ailanthus altissima","Ailanthus altissima","vascular"
241,"Ailanthus species","Ailanthus","Ailanthus","Desf.","Ailanthus species","Ailanthus","vascular"
242,"Aira caryophyllea","Aira caryophyllea","Aira caryophyllea","L.","Aira caryophyllea","Aira caryophyllea","vascular"
243,"Aira elegantissima","Aira elegantissima","Aira elegantissima","Schur","Aira elegantissima","Aira elegantissima","vascular"
244,"Aira praecox","Aira praecox","Aira praecox","L.","Aira praecox","Aira praecox","vascular"
245,"Aira species","Aira","Aira","Linnaeus, 1753","Aira species","Aira","vascular"
246,"Ajuga chamaepitys","Ajuga chamaepitys subsp. chamaepitys","Ajuga chamaepitys subsp. chamaepitys","(L.) Schreb.","Ajuga chamaepitys","Ajuga chamaepitys","vascular"
247,"Ajuga genevensis","Ajuga genevensis","Ajuga genevensis","L.","Ajuga genevensis","Ajuga genevensis","vascular"
248,"Ajuga pyramidalis","Ajuga pyramidalis","Ajuga pyramidalis","L.","Ajuga pyramidalis","Ajuga pyramidalis","vascular"
249,"Ajuga reptans","Ajuga reptans","Ajuga reptans","L.","Ajuga reptans","Ajuga reptans","vascular"
250,"Ajuga species","Ajuga","Ajuga","Linnaeus, 1753","Ajuga species","Ajuga","vascular"
251,"Alcea biennis","Alcea biennis","Alcea biennis","Winterl","Alcea biennis","Alcea biennis","vascular"
252,"Alcea rosea","Alcea rosea","Alcea rosea","L.","Alcea rosea","Alcea rosea","vascular"
253,"Alcea species","Alcea","Alcea","L.","Alcea species","Alcea","vascular"
254,"Alchemilla acrodon","Alchemilla acrodon","Alchemilla acrodon","S.E.Fröhner","Alchemilla acrodon","Alchemilla acrodon","vascular"
255,"Alchemilla acutata","Alchemilla acutata","Alchemilla acutata","Buser","Alchemilla acutata","Alchemilla acutata","vascular"
256,"Alchemilla aggregata","Alchemilla aggregata","Alchemilla aggregata","Buser","Alchemilla aggregata","Alchemilla aggregata","vascular"
257,"Alchemilla alpigena","Alchemilla alpigena","Alchemilla alpigena","Buser","Alchemilla alpigena","Alchemilla alpigena","vascular"
258,"Alchemilla alpina agg.","Alchemilla alpina agg.","Alchemilla alpina agg.","L.","Alchemilla alpina agg.","Alchemilla alpina agg.","vascular"
259,"Alchemilla alpina","Alchemilla alpina","Alchemilla alpina","L.","Alchemilla alpina","Alchemilla alpina","vascular"
260,"Alchemilla anisiaca","Alchemilla anisiaca","Alchemilla anisiaca","Wettst.","Alchemilla anisiaca","Alchemilla anisiaca","vascular"
261,"Alchemilla antiropata","Alchemilla antiropata","Alchemilla antiropata","S.E.Fröhner","Alchemilla antiropata","Alchemilla antiropata","vascular"
262,"Alchemilla atrovirens","Alchemilla atrovirens","Alchemilla atrovirens","Buser ex Jaquet","Alchemilla atrovirens","Alchemilla atrovirens","vascular"
263,"Alchemilla baltica","Alchemilla baltica","Alchemilla baltica","Sam. ex Juz.","Alchemilla vulgaris s.lat.","Alchemilla vulgaris s.lat.","vascular"
264,"Alchemilla cataractarum","Alchemilla cataractarum","Alchemilla cataractarum","S.E.Fröhner","Alchemilla cataractarum","Alchemilla cataractarum","vascular"
265,"Alchemilla cinerea","Alchemilla cinerea","Alchemilla cinerea","Buser","Alchemilla cinerea","Alchemilla cinerea","vascular"
266,"Alchemilla colorata","Alchemilla colorata","Alchemilla colorata","Buser","Alchemilla colorata","Alchemilla colorata","vascular"
267,"Alchemilla compta","Alchemilla compta","Alchemilla compta","Buser","Alchemilla compta","Alchemilla compta","vascular"
268,"Alchemilla conjuncta agg.","Alchemilla conjuncta agg.","Alchemilla conjuncta agg.","L.","Alchemilla conjuncta agg.","Alchemilla conjuncta agg.","vascular"
269,"Alchemilla connivens","Alchemilla connivens","Alchemilla connivens","Buser","Alchemilla connivens","Alchemilla connivens","vascular"
270,"Alchemilla corcontica","Alchemilla corcontica","Alchemilla corcontica","Plocek","Alchemilla corcontica","Alchemilla corcontica","vascular"
271,"Alchemilla coriacea","Alchemilla coriacea","Alchemilla coriacea","Buser","Alchemilla coriacea","Alchemilla coriacea","vascular"
272,"Alchemilla crassa","Alchemilla crassa","Alchemilla crassa","(Plocek) Plocek","Alchemilla crassa","Alchemilla crassa","vascular"
273,"Alchemilla crinita","Alchemilla crinita","Alchemilla crinita","Buser","Alchemilla vulgaris s.lat.","Alchemilla vulgaris s.lat.","vascular"
274,"Alchemilla curta","Alchemilla curta","Alchemilla curta","S.E.Fröhner","Alchemilla curta","Alchemilla curta","vascular"
275,"Alchemilla curtiloba","Alchemilla curtiloba","Alchemilla curtiloba","Buser ex Jaquet","Alchemilla curtiloba","Alchemilla curtiloba","vascular"
276,"Alchemilla cuspidens","Alchemilla cuspidens","Alchemilla cuspidens","(Buser) Buser","Alchemilla cuspidens","Alchemilla cuspidens","vascular"
277,"Alchemilla cymatophylla","Alchemilla cymatophylla","Alchemilla cymatophylla","Juz.","Alchemilla vulgaris s.lat.","Alchemilla vulgaris s.lat.","vascular"
278,"Alchemilla decumbens","Alchemilla decumbens","Alchemilla decumbens","Buser","Alchemilla decumbens","Alchemilla decumbens","vascular"
279,"Alchemilla effusa","Alchemilla effusa","Alchemilla effusa","Buser","Alchemilla effusa","Alchemilla effusa","vascular"
280,"Alchemilla exigua","Alchemilla exigua","Alchemilla exigua","Buser","Alchemilla exigua","Alchemilla exigua","vascular"
281,"Alchemilla fallax","Alchemilla fallax","Alchemilla fallax","Buser ex Besse","Alchemilla fallax","Alchemilla fallax","vascular"
282,"Alchemilla filicaulis","Alchemilla filicaulis","Alchemilla filicaulis","Buser","Alchemilla vulgaris s.lat.","Alchemilla vulgaris s.lat.","vascular"
283,"Alchemilla filicaulis ssp. filicaulis","Alchemilla filicaulis subsp. filicaulis","Alchemilla filicaulis subsp. filicaulis","L.","Alchemilla filicaulis ssp. filicaulis","Alchemilla filicaulis subsp. filicaulis","vascular"
284,"Alchemilla filicaulis ssp. vestita","Alchemilla filicaulis subsp. vestita","Alchemilla filicaulis subsp. vestita","Buser","Alchemilla filicaulis ssp. vestita","Alchemilla filicaulis subsp. vestita","vascular"
285,"Alchemilla fissa agg.","Alchemilla fissa agg.","Alchemilla fissa agg.","L.","Alchemilla fissa agg.","Alchemilla fissa agg.","vascular"
286,"Alchemilla fissa","Alchemilla fissa","Alchemilla fissa","Günther & Schummel","Alchemilla vulgaris s.lat.","Alchemilla vulgaris s.lat.","vascular"
287,"Alchemilla flabellata","Alchemilla flabellata","Alchemilla flabellata","Buser","Alchemilla vulgaris s.lat.","Alchemilla vulgaris s.lat.","vascular"
288,"Alchemilla flaccida","Alchemilla flaccida","Alchemilla flaccida","Buser","Alchemilla flaccida","Alchemilla flaccida","vascular"
289,"Alchemilla glabra","Alchemilla glabra","Alchemilla glabra","Neygenf.","Alchemilla vulgaris s.lat.","Alchemilla vulgaris s.lat.","vascular"
290,"Alchemilla glacialis","Alchemilla glacialis","Alchemilla glacialis","Buser","Alchemilla glacialis","Alchemilla glacialis","vascular"
291,"Alchemilla glaucescens","Alchemilla glaucescens","Alchemilla glaucescens","Wallr.","Alchemilla glaucescens","Alchemilla glaucescens","vascular"
292,"Alchemilla glomerulans","Alchemilla glomerulans","Alchemilla glomerulans","Buser","Alchemilla glomerulans","Alchemilla glomerulans","vascular"
293,"Alchemilla gracillima","Alchemilla gracillima","Alchemilla gracillima","Rothm.","Alchemilla gracillima","Alchemilla gracillima","vascular"
294,"Alchemilla grossidens","Alchemilla grossidens","Alchemilla grossidens","Buser","Alchemilla grossidens","Alchemilla grossidens","vascular"
295,"Alchemilla gruneica","Alchemilla gruneica","Alchemilla gruneica","Plocek","Alchemilla vulgaris s.lat.","Alchemilla vulgaris s.lat.","vascular"
296,"Alchemilla hirtipes","Alchemilla hirtipes","Alchemilla hirtipes","Buser","Alchemilla hirtipes","Alchemilla hirtipes","vascular"
297,"Alchemilla hoppeana","Alchemilla hoppeana","Alchemilla hoppeana","(Rchb.) Buser","Alchemilla hoppeana","Alchemilla hoppeana","vascular"
298,"Alchemilla hybrida agg.","Alchemilla hybrida s.lat.","Alchemilla hybrida s.lat.","(L.) L.","Alchemilla vulgaris s.lat.","Alchemilla vulgaris s.lat.","vascular"
299,"Alchemilla impexa","Alchemilla impexa","Alchemilla impexa","Buser","Alchemilla impexa","Alchemilla impexa","vascular"
300,"Alchemilla incisa","Alchemilla incisa","Alchemilla incisa","Buser","Alchemilla incisa","Alchemilla incisa","vascular"
301,"Alchemilla inconcinna","Alchemilla inconcinna","Alchemilla inconcinna","Buser","Alchemilla inconcinna","Alchemilla inconcinna","vascular"
302,"Alchemilla kerneri","Alchemilla kerneri","Alchemilla kerneri","Janch. ex Rothm.","Alchemilla kerneri","Alchemilla kerneri","vascular"
303,"Alchemilla lineata","Alchemilla lineata","Alchemilla lineata","Buser","Alchemilla lineata","Alchemilla lineata","vascular"
304,"Alchemilla longana","Alchemilla longana","Alchemilla longana","Buser","Alchemilla longana","Alchemilla longana","vascular"
305,"Alchemilla longituba","Alchemilla longituba","Alchemilla longituba","S.E.Fröhner","Alchemilla longituba","Alchemilla longituba","vascular"
306,"Alchemilla matreiensis","Alchemilla matreiensis","Alchemilla matreiensis","S.E.Fröhner","Alchemilla matreiensis","Alchemilla matreiensis","vascular"
307,"Alchemilla maureri","Alchemilla maureri","Alchemilla maureri","S.E.Fröhner","Alchemilla maureri","Alchemilla maureri","vascular"
308,"Alchemilla micans","Alchemilla micans","Alchemilla micans","Buser","Alchemilla vulgaris s.lat.","Alchemilla vulgaris s.lat.","vascular"
309,"Alchemilla mollis","Alchemilla mollis","Alchemilla mollis","(Buser) Rothm.","Alchemilla vulgaris s.lat.","Alchemilla vulgaris s.lat.","vascular"
310,"Alchemilla monticola","Alchemilla monticola","Alchemilla monticola","Opiz","Alchemilla vulgaris s.lat.","Alchemilla vulgaris s.lat.","vascular"
311,"Alchemilla nitida","Alchemilla nitida","Alchemilla nitida","Buser","Alchemilla nitida","Alchemilla nitida","vascular"
312,"Alchemilla norica","Alchemilla norica","Alchemilla norica","S.E.Fröhner","Alchemilla norica","Alchemilla norica","vascular"
313,"Alchemilla obscura","Alchemilla obscura","Alchemilla obscura","Buser","Alchemilla obscura","Alchemilla obscura","vascular"
314,"Alchemilla obsoleta","Alchemilla obsoleta","Alchemilla obsoleta","S.E.Fröhner","Alchemilla obsoleta","Alchemilla obsoleta","vascular"
315,"Alchemilla obtusa","Alchemilla obtusa","Alchemilla obtusa","Buser","Alchemilla vulgaris s.lat.","Alchemilla vulgaris s.lat.","vascular"
316,"Alchemilla obtusa ssp. obtusa","Alchemilla obtusa subsp. obtusa","Alchemilla obtusa subsp. obtusa","Buser","Alchemilla obtusa ssp. obtusa","Alchemilla obtusa subsp. obtusa","vascular"
317,"Alchemilla obtusa ssp. trapezialis","Alchemilla obtusa subsp. trapezialis","Alchemilla obtusa subsp. trapezialis","Plocek","Alchemilla obtusa ssp. trapezialis","Alchemilla obtusa subsp. trapezialis","vascular"
318,"Alchemilla othmarii","Alchemilla othmarii","Alchemilla othmarii","Buser","Alchemilla othmarii","Alchemilla othmarii","vascular"
319,"Alchemilla pallens","Alchemilla pallens","Alchemilla pallens","Buser","Alchemilla pallens","Alchemilla pallens","vascular"
320,"Alchemilla pentaphyllea","Alchemilla pentaphyllea","Alchemilla pentaphyllea","L.","Alchemilla pentaphyllea","Alchemilla pentaphyllea","vascular"
