"REFERENCE","REFERENCE_AUTHOR","REFERENCE_YEAR","REFERENCE_TITLE","REFERENCE_JOURNAL"
101023,"Vild O.",2007,"Vegetace kyselých doubrav a borů v údolích Svitavy a Svratky nad Brnem.","Ms. [Bak. pr., Depon. in: PřF MU, Brno.]"
101024,"Michalcová D.",2009,"Diverzita lesní vegetace Moravského krasu a přilehlého území.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101025,"Kalusová V.",2009,"Rostlinné invaze v aluviálních biotopech dolního toku Moravy a Dyje.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101026,"Žáková K.",2009,"Flóra a vegetace vybraných obcí na Znojemsku.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101027,"Nejezchlebová M.",2009,"Vegetace suchých trávníků Moravského krasu ve vztahu k abiotickým faktorům prostředí.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101028,"Vild O.",2009,"Závislost struktury fytocenologických dat na designu jejich sběru.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101029,"Náhlíková T.",2009,"Vliv velikosti plochy na výskyt diagnostických druhů slatinných pramenišť.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101030,"Myšková Z.",2009,"Prameništní vegetace Orlických hor a sezónní dynamika jejího mechového patra.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101031,"Dvořáková J.",2009,"Společenstva roslin a plžů lučních stanovišť: analýza vzájemných vztahů a vlivu vybraných faktorů prostředí.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101032,"Nová J.",2009,"Flóra a vegetace přírodních parků Kornatický potok a Kamínky jihovýchodně od Plzně.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101033,"Gonda M.",2009,"Variabilita rastlinných spoločenstiev s druhom Sesleria uliginosa na lokálnej a širokej geografickej mierke.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101034,"Mazák M.",2009,"Teplomilné doubravy v Českém středohoří.","Ms. [Bak. pr., Depon. in: PřF MU, Brno.]"
101035,"Sekerková H.",2009,"Ostrůvky vegetace acidofilních trávníků: jaký vliv má velikost ostrůvku na druhovou bohatost mikrostanovišť?","Ms. [Bak. pr., Depon. in: PřF MU, Brno.]"
101036,"Dolejší C.",2009,"Vegetace zdí jižně od Karlových Varů.","Ms. [Bak. pr., Depon. in: PřF MU, Brno.]"
101037,"Jongepierová I., Jongepier J. W. et Fajmon K.",2008,"Inventarizační průzkum evropsky významné lokality Javorník-hliník z oboru botanika.","Ms. [Inventariz. průzk., depon in: Krajský úřad Jihomoravského kraje.]"
101038,"Jongepierová I. et Jongepier J. W.",2008,"Inventarizační průzkum PP Hloží z oboru botanika.","Ms. [Inventariz. průzk., depon in: Krajský úřad Jihomoravského kraje.]"
101039,"Brabec J.",2004,"Rybníček pod Krásňany - další botanická lokalita v povodí Rokytnice na Ašsku.","Sborn. Chebského muz., Cheb, 2004: 173-182."
101040,"Jongepierová I. et Jongepier J. W.",2009,"Inventarizační průzkum PP Žerotín z oboru botanika.","Ms. [Inventariz. průzk., depon in: Správa CHKO Bílé Karpaty.]"
101041,"Zelený D. et Li Ch.-F.",2008,"Vegetace suchých acidofilních trávníků v oblasti třebíčského žulosyenitového plutonu.","Acta Rer. Natur., Jihlava, 5: 177-194."
101042,"Zelený D.",2008,"Lesní vegetace v údolí Vltavy severně od Zlaté Koruny (okres Český Krumlov).","Zpr. Čes. Bot. Společ., Praha, 43: 111-169."
101043,"Zelený D.",2006,"Výskyt vegetace širokolistých suchých trávníků svazu /Bromion/ u Nové Vsi na Třebíčsku.","Acta Rer. Natur., Jihlava, 2: 39-44."
101044,"Sovík Z.",2004,"Měkký luh a rybníky v NPR Polanská niva - inventarizační průzkum z oboru fytocenologie.","Ms. [Inventariz. průzk., depon. in: Správa CHKO Poodří.]"
101045,"Sovík Z.",2005,"Vegetace říčních náplavů v NPR Polanská niva - inventarizační průzkum z oboru fytocenologie.","Ms. [Inventariz. průzk., depon. in: Správa CHKO Poodří.]"
101046,"Hofhanzlová E., Ekrt L. et Štechová T.",2005,"Floristický a vegetační průzkum rašeliniště Na Klátově.","Acta Rer. Natur., Jihlava, 1:45-52."
101047,"Čepelová B.",2009,"Faktory určující druhovou diverzitu a složení vegetace v příměstské krajině.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
101048,"Hradílek Z. et Duchoslav M.",2007,"Flóra a vegetace Národní přírodní rezervace Žebračka.","Čas. Slez. Mus. Opava, ser. A, 56: 193-226."
101049,"Jihočeská pobočka České botanické společnosti při AV ČR",2003,"Nálezy zajímavých a nových druhů v květeně jižní části Čech IX.","Sborn. Jihočes. Muz. České Budějovice - Přír. Vědy, 43:106 -110."
101050,"Hettenbergerová E.",2006,"Vliv kontaktních fytocenóz na druhové složení prameništních slatinišť.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101051,"Lepší M.",2006,"Inventarizační průzkum cévnatých rostlin v PR Hliniště.","Ms. [Inventariz. průzk., depon. in: Správa NP a CHKO Šumava.]"
101052,"Lepší M.",2006,"Inventarizační průzkum PP Na Stráži z oboru botanika.","Ms. [Inventariz. průzk., depon in: Správa CHKO Blanský les.]"
101053,"Lepší M.",2006,"Inventarizační průzkum PP Šimečkova stráň z oboru botanika.","Ms. [Inventariz. průzk., depon in: Správa CHKO Blanský les.]"
101054,"Zelený D. et Lepší M.",2005,"Inventarizační průzkum v PR Dívčí Kámen (cévnaté rostliny).","Ms. [Inventariz. průzk., depon in: Správa CHKO Blanský les.]"
101055,"Ekrtová E. et Čech L.",2008,"Floristický a vegetační průzkum lokality Horní Mrzatec v Jihlavských vrších.","Acta Rer. Natur., Jihlava, 5: 195-206."
101056,"Rydlo J.",2009,"Příspěvek k poznání vegetace vodních makrofyt v okolí Nové Pece na Šumavě.","Muz. Současnost, Roztoky u Prahy, ser. natur., 24: 69-76."
101057,"Rydlo J.",2009,"Vodní makrofyta na Maloskalsku.","Muz. Současnost, Roztoky u Prahy, ser. natur., 24: 117-122."
101058,"Rydlo J.",2009,"Vodní makrofyta v Úštěcké kotlině.","Muz. Současnost, Roztoky u Prahy, ser. natur., 24: 123-130."
101059,"Rydlo J.",2008,"Změny flóry a vegetace vodních makrofyt v tůni Bajkal v Libickém luhu.","Pr. Muz. Kolín, ser. natur., 8: 37-46."
101060,"Hroudová Z., Zákravský P. et Jarolímová V.",1999,"Bolboschoenus glaucus - nový druh pro Českou republiku.","Preslia, Praha, 71: 27-32."
101061,"Kovanda M.",1996,"New data of Sorbus from Bohemia (Czech Republic).","Verh. Zool.-Bot. Ges. Wien, 133: 319-345."
101062,"Rynkrová D.",1998,"Historický a současný stav flóry Vrabince  ve Verneřickém Středohoří.","Ms. [Dipl. pr., depon. in: knih. FŽP UJEP, Ústí n. Labem.]"
101063,"Bureš S.",1999,"Kriticky ohrožené druhy halofytů na vybraných lokalitách severozápadních Čech.","Ms. [Dipl. pr., depon. in: knih. FŽP UJEP, Ústí n. Labem.]"
101064,"Kovanda M.",1996,"Observation on Sorbus in Southwest Moravia (Czech Republic) and adjacent Austria.","Verh. Zool.-Bot. Ges. Wien, 133: 347-369."
101065,"Hadinec J., Lustyk P. et Procházka F. [eds]",2002,"Additamenta ad floram Reipublicae Bohemicae. I.","Zpr. Čes. Bot. Společ., Praha, 37: 51-105."
101066,"Skácelová I.",2003,"Ekobiologie a populační biologie hadince červeného (Echium maculatum) v České republice.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
101067,"Hilbig W.",1961,"Böhmen und Slowakei 1961.","Ms. [Depon in: ?.]"
101068,"Navrátilová J. et Navrátil J.",2005,"Inventarizační průzkum NPR Velký a Malý Tisý.","Ms. [Inventariz. průzk., depon in: AOPK ČR.]"
101069,"Navrátilová J. et Navrátil J.",2005,"Inventarizační průzkum NPR Stará řeka.","Ms. [Inventariz. průzk., depon in: AOPK ČR.]"
101070,"Juřica J.",2010,"Juřica J. (2010): Vegetace říčních náplavů středního toku řeky Moravy.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
101071,"Jongepierová I. et Jongepier J. W.",2009,"Závěrečná zpráva. Inventarizační průzkum přírodní památky Cestiska z oboru botanika.","Ms. [Inventariz. průzk., depon in: Správa CHKO Bílé Karpaty.]"
101072,"Jongepierová I., Jongepier J. W. et Fajmon K.",2009,"Závěrečná zpráva. Inventarizační průzkum přírodní památky Dubiny z oboru botanika.","Ms. [Inventariz. průzk., depon in: Správa CHKO Bílé Karpaty.]"
101073,"Jongepierová I., Jongepier J. W. et Fajmon K.",2009,"Závěrečná zpráva. Inventarizační průzkum přírodní památky Za lesem z oboru botanika.","Ms. [Inventariz. průzk., depon in: Správa CHKO Bílé Karpaty.]"
101074,"Devánová K.",2009,"Závěrečná zpráva. Inventarizační průzkum PR Nová hora z oboru botanika.","Ms. [Inventariz. průzk., depon in: Správa CHKO Bílé Karpaty.]"
101075,"Jongepierová I. et Jongepier J. W.",2009,"Závěrečná zpráva. Inventarizační průzkum přírodní památky Kalábová z oboru botanika.","Ms. [Inventariz. průzk., depon in: Správa CHKO Bílé Karpaty.]"
101076,"Plesková Z.",2010,"Vegetácia lesov a krovín bývalého bezlesia Bielych Karpát.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101077,"Hettenbergerová E.",2009,"Botanický inventarizační průzkum. Přírodní památka Lom Rasová.","Ms. [Inventariz. průzk., depon in: Správa CHKO Bílé Karpaty.]"
101078,"Hettenbergerová E.",2009,"Botanický inventarizační průzkum. Přírodní památka V Krátkých.","Ms. [Inventariz. průzk., depon in: Správa CHKO Bílé Karpaty.]"
101079,"Hettenbergerová E.",2009,"Botanický inventarizační průzkum. Přírodní památka Hrnčárky.","Ms. [Inventariz. průzk., depon in: Správa CHKO Bílé Karpaty.]"
101080,"Járová I.",2010,"Vliv prostorové a časové fragmentace na složení a druhovou bohatost lesní vegetace v okolí Prlova, Vizovická vrchovina.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101081,"Vrška T., Hort L., Odehnalová, Adam D et Horal D.",2000,"Prales mionší - historický vývoj a současný stav.","J. Forest Sci., Praha, 46: 411-424."
101082,"Wittenberg G.",2008,"Židovský hřbitov v Čeradicích u Žatce.","Památky, příroda, život, Chomutov, 40:18-25."
101083,"Laburdová J.",2008,"Vegetace lučních pramenišť západočeské zřídelní oblasti.","Ms. [Bak. pr., depon. in: PřF JU, České Budějovice.]"
101084,"Dřevojan P., Roleček J., Žáková K. et Bartoňová L.",2011,"Nové poznatky o rozšíření prorostlíku prutnatého (Bupleurum affine) na Moravě.","Zpr. Čes. Bot. Společ., Praha, 46: 223-229."
101085,"Nesvadbová J. et Sofron J.",2007,"Vegetace a flóra katastru obce Chrástu.","Sborn. Západočes. Muz. Plzeň - Přír., 108:1-72."
101086,"Koubková T.",2007,"Nelesní vegetace písků na Hodonínsku a její změny po třech desetiletích.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101087,"Jírů B.",2010,"Rostlinné invaze v aluviálních biotopech Odry.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101088,"Cieslarová J.",2007,"Travinobylinná vegetace Jablunkovska.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101089,"Kovanda M.",2002,"Observations on Carlina biebersteinii.","Thaiszia, Košice, 12: 75-82."
101090,"Hejdová M.",2010,"Diverzita vegetace přirozených listnatých lesů a jehličnatých kultur v Chřibech.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101091,"Kratochvílová L.",2010,"Vegetace rašelinišť a pH: Vliv metody měření.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
101092,"Cachovanová L.",2010,"Rastlinné spoločenstvá pastvín a lúk v Strážovských vrchoch.","Ms. [Dipl. pr., depon. in: PřF UP, Olomouc.]"
101093,"Dúbravková D., Chytrý M., Willner W., Illyés E., Janišová M. et Szerényi J. K.",2010,"Dry grasslands in the Western Carpathians and the northern Pannonian Basin: a numerical classification.","Preslia, Praha, 82: 165-221."
101094,"Karlík P. et Poschlod P.",2009,"History or abiotic filter: which is more important in determining the species composition of calcareous grassland?","Preslia, Praha, 81: 321-340."
101095,"Illyés E., Bauer N. et Botta-Dukát Z.",2009,"Classification of semi-dry grassland vegetation in Hungary.","Preslia, Praha, 81: 239-260."
101096,"Münzbergová Z.",2001,"Obnova druhově bohatých xerotermních trávníků na příkladu rezervací Stráně u splavu a stráně u Chroustova.","Příroda, Praha, 19: 101-121."
101097,"Machová I.",2009,"Vyhodnocení výskytu cévnatých rostlin z agrárních valů a teras z úpatí vrchu Oblíku v Českém středohoří.","Příroda, Praha, 28: 185-202."
101098,"Balkovič J., Kollár J., Čemanová G. et Šimonovič V.",2010,"Indicating soil acidity using vegetation relevés in spatially limited areas - case study from the Považský Inovec, Slovakia","Folia Geobot., Praha, 45: 253-277."
101099,"Becker T.",2010,"Explaining rarity of the dry grassland perenial Astragalus exscapus.","Folia Geobot., Praha, 45: 303-321."
101100,"Horník J. et Hrázský Z.",2009,"Polopřirozená travní společenstva jako významná refugia chráněných a ohrožených druhů rostlin - situace ve vybraných modelových územích okresu Chrudim.","Východočes. Sborn. Přírod. - Pr. a Stud., Pardubice, 16: 31-82."
101101,"Prausová R. et Truhlářová K.",2009,"Zvonovec liliolistý (Adenophora liliifolia) v evropsky významné lokalitě vražba v lesním komplexu obce Habřina na Královéhradecku.","Východočes. Sborn. Přírod. - Pr. a Stud., Pardubice, 16: 83-110."
101102,"Duchoslav M.",2009,"Flóra a vegetace přírodní památky Chrašická stráň na Chrudimsku.","Východočes. Sborn. Přírod. - Pr. a Stud., Pardubice, 16: 111-132."
101103,"Štechová T. et Štech M.",2009,"Současné lokality Hamatocaulis vernicosus (Mitt.) Hedenäs na Českomoravské vrchovině.","Acta Rer. Natur., Jihlava, 6: 13-24."
101104,"Prach K.",2008,"Vegetation changes in a wet meadow complex during the past half-century.","Folia Geobot., Praha, 43: 119-130."
101105,"Láníková D. et Lososová Z.",2009,"Rocks and walls: natural versus secondary habitats.","Folia Geobot., Praha, 44: 263-280."
101106,"Krestov P. V., Ermakov N. B., Osipov S. V. et Nakamura Y.",2009,"Classification and phytogeography of larch forests of northeast Asia.","Folia Geobot., Praha, 44: 323-363."
101107,"Doubková P.",2008,"Uchycování smrku v opuštěných travních porostech ve východních Krkonoších.","Opera Corcont., Vrchlabí, 45: 69-79."
101108,"Tájek P.",2008,"Floristický průzkum Kounických luk.","Sborn. Muz. Karlovar. Kraje, Cheb, 16: 255-265."
101109,"Brabec J., Tájek P. et Hertel H.",2008,"Květena Těšovických pastvin.","Sborn. Muz. Karlovar. Kraje, Cheb, 19: 267-306."
101110,"Bače R., Janda P. et Svoboda M.",2009,"Vliv mikrostanoviště a horního stromového patra na stav přirozené obnovy v horském smrkovém lese na Trojmezné.","Silva Gabreta, Vimperk, 15: 67-84."
101111,"Boublík K., Lepší M. et Lepší P.",2009,"Vegetace Národní přírodní rezervace Žofínský prales v Novohradských horách.","Silva Gabreta, Vimperk, 15: 121-142."
101112,"Unar P.",2009,"Changes in the vegetation of the Žofínský Prales nature reserve in the period 1975-2008.","Silva Gabreta, Vimperk, 15: 155-172."
101113,"Chán V., Lepší M. et Lepší P. [red.]",2008,"Nálezy zajímavých a nových druhů v květeně jižní části Čech XIV.","Sborn. Jihočes. Muz. České Budějovice - Přír. Vědy, 48: 89-107."
101114,"Šumberová K. et Ducháček M.",2009,"Gratiola neglecta - nový zavlečený druh pro květenu České republiky.","Zpr. Čes. Bot. Společ., Praha, 44: 151-175."
101115,"Hroudová Z.",2009,"Květena a vegetace obnaženého dna rybníka Martiňák (východní kraj Prahy).","Zpr. Čes. Bot. Společ., Praha, 44: 177-184."
101116,"Štech M., Chán V., Lepší M., Lepší P., Paulič R., Rektoris L. et Soukup M.",2008,"Černýš hřebenitý (Melampyrum cristatum L.) v jižních Čechách.","Sborn. Jihočes. Muz. České Budějovice - Přír. Vědy, 48: 123-129."
101117,"Lepší M. et Lepší P. [red.]",2009,"Nálezy zajímavých a nových druhů v květeně jižní části Čech XV.","Sborn. Jihočes. Muz. České Budějovice - Přír. Vědy, 49: 59-75."
101118,"Nowak A. et Nowak S.",2008,"The new location of Campanula cervicaria L. in Opole Silesia (SW Poland).","Čas. Slez. Muz. Opava, ser. A, 57: 49-52."
101119,"Sedláčková M.",2008,"Výskyt křížence Dentaria x paxiana na severovýchodní Moravě.","Čas. Slez. Muz. Opava, ser. A, 57: 53-62."
101120,"Hradílek Z. et Kincl L.",2008,"Flóra a vegetace Národní přírodní rezervace Hůrka u Hranic.","Čas. Slez. Muz. Opava, ser. A, 57: 237-258."
101121,"Duchoslav M. et Dančák M.",2009,"Flóra a vegetace přírodní rezervace U Spálené (CHKO Litovelské Pomoraví).","Čas. Slez. Muz. Opava, ser. A, 58: 77-88."
101122,"Velčovská M.",2009,"Studie břehových porostů řeky Mohelnice (Moravskoslezský kraj).","Acta Mus. Beskid., Frýdek-Místek, 1: 39-58."
101123,"Leugnerová G. et Janeček V.",2010,"Populace měkkyně bažinné (Hammarbya paludosa) v severní zátoce Máchova jezera (severní Čechy).","Sborn. Severočes. Mus., Liberec, Přír. Vědy, 28: 21-38."
101124,"Štechová T., Holá E., Gutzerová N., Hradílek Z., Kubešová S., Lysák F. et al.",2010,"Současný stav lokalit druhů Meesia triquetra a Paludella squarrosa (Meesiacae) v České republice.","Bryonora, Praha, 45: 1-11."
101125,"Toman M.",1981,"Die Gesellschaften der Klasse Festuco-Brometea im westlichen Teil des böhmischen Xerothermgebietes. 3. Teil.","Feddes Repert., Berlin, 92: 569-601."
101126,"Vávrová E. et Cudlín P.",2009,"Dynamika přízemní vegetace v klimaxových horských smrčinách Krkonoš v různém stadiu rozpadu během období po výrazném snížení imisí SO2.","Zpr. Čes. Bot. Společ., Praha, Mater., 24: 79-91."
101127,"Tydlitátová K., Sklenář P. et Adámek M.",2009,"Diverzita přirozených lesních společenstev Českého středohoří.","Zpr. Čes. Bot. Společ., Praha, Mater., 24: 93-100."
101128,"Petřík P., Černý T., Kolbek J., Boublík K. et Kopecký M.",2009,"Změny lesní vegetace v závislosti na vlivu zvěře v CHKO a BR Křivoklátsko.","Zpr. Čes. Bot. Společ., Praha, Mater., 24: 121-135."
101129,"Višňák R.",2009,"Jizerskohorské bučiny - fytocenologie, porostní struktura, management","Zpr. Čes. Bot. Společ., Praha, Mater., 24: 137-151."
101130,"Nová J. et Karlík P.",2010,"Vegetace zaniklých středověkých vesnic Kozelského polesí (Plzeňsko).","Zpr. Čes. Bot. Společ., Praha, 45: 93-117."
101131,"Nepraš K. et Batoušek P.",2009,"Epipactis leptochila subsp. leptochila - nový taxon pro květenu České republiky.","Zpr. Čes. Bot. Společ., Praha, 44: 45-51."
101132,"Řepka R.",2008,"Carex obtusata Liljeblad - a sedge species newly discovered in the Czech Republic.","Acta Mus. Morav., Brno, sci. nat., 93: 157-167."
101133,"Matějková I.",2010,"Vrácovské louky u Plánice - významná lokalita kosatce sibiřského.","Calluna, Plzeň, 15/1: 14-16."
101134,"Lepší M., Kaplan Z. et Lepší P.",2009,"Sorbus gemella Kovanda.","Severočes. Přír., Litoměřice, 40: 122-126."
